type_clothes,price,address,image_link
T-shirt,5 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267343_uploaded_image1_1687474308.jpg
Ensemble homme,9 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267342_uploaded_image1_1687474218.jpg
Vêtement homme,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4261365_uploaded_image1_1687122864.jpg
Jogging homme,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4261361_uploaded_image1_1687122680.jpg
T-shirt homme,4 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4261359_uploaded_image1_1687122623.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4246918_uploaded_image1_1686160690.jpg
Pantalon homme,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4246906_uploaded_image1_1686160298.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4246908_uploaded_image1_1686160365.jpg
Lacoste homme,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4246901_uploaded_image1_1686160184.jpg
Pantalon Jeans homme,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268440_uploaded_image1_1687546912.jpg
Pantalon Kaki,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268428_uploaded_image1_1687546540.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256836_uploaded_image1_1686765901.jpg
Ensemble homme,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256837_uploaded_image1_1686765959.jpg
Ensemble homme,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256829_uploaded_image1_1686765743.jpg
Ensemble homme,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256833_uploaded_image1_1686765817.jpg
Ensemble homme,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256828_uploaded_image1_1686765675.jpg
Chemise homme,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256825_uploaded_image1_1686765553.jpg
Chemise homme,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256826_uploaded_image1_1686765613.jpg
Pantalon Kaki,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265414_uploaded_image1_1687372220.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265402_uploaded_image1_1687371768.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256796_uploaded_image1_1686764614.jpg
Jeans Kaki,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4256777_uploaded_image1_1686764190.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4235608_uploaded_image1_1685450540.jpg
Tunique homme,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4272730_uploaded_image2_1687893595.jpeg
Tunique homme,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4272727_uploaded_image1_1687893529.jpg
Vêtements homme,7 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4236036_uploaded_image1_1685466349.jpg
Vêtements homme,15 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4236024_uploaded_image1_1685465849.jpg
Vêtements homme,7 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4236027_uploaded_image1_1685466022.jpg
Vêtements femme,Prix sur demande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4235970_uploaded_image1_1685463216.jpg
Ensemble homme,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4227405_uploaded_image1_1684859132.jpg
Djellaba,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265759_uploaded_image2_1687390751.jpeg
Ensemble homme,17 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265758_uploaded_image1_1687390678.jpg
Chemises homme,3 500CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265024_uploaded_image1_1687358423.jpg
Pantalons homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4264483_uploaded_image1_1687339812.jpg
Chemises homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4264477_uploaded_image1_1687339644.jpg
Pantalons homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4264473_uploaded_image1_1687339555.jpg
T-shirt homme,21 600CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4231859_uploaded_image2_1685137657.jpeg
Chemise homme,17 000CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4231719_uploaded_image1_1685128790.jpg
Pantalon Kaki,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4225047_uploaded_image1_1684710437.jpg
Pantalon Kaki,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4225049_uploaded_image1_1684710520.jpg
Tunique homme,15 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4262644_uploaded_image1_1687205455.jpg
Vêtement homme,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4224431_uploaded_image1_1684667263.jpg
T-shirt Dogon,21 600CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4228951_uploaded_image1_1684951235.jpg
Boubou homme,Prix sur demande,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4261092_uploaded_image1_1687103822.jpg
Ensemble  homme,10 500CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4260965_uploaded_image1_1687094704.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4221735_uploaded_image1_1684447769.jpg
Pantalon jeans homme,7 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4221714_uploaded_image1_1684446965.jpg
Ensemble homme,9 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4221706_uploaded_image1_1684446767.jpg
Ensemble homme,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4221708_uploaded_image1_1684446832.jpg
Caleçons,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4224166_uploaded_image1_1684629530.jpg
Sous vêtements 3 pièces,6 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4224154_uploaded_image1_1684629005.jpg
Ensembles homme,15 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4259454_uploaded_image1_1686948239.jpg
Ensemble homme,8 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4259121_uploaded_image1_1686928258.jpg
Pantalon homme,7 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4258485_uploaded_image1_1686871579.jpg
Pantalons homme,7 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4324395_uploaded_image1_1691329062.jpg
Costumes,80 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4324346_uploaded_image1_1691327210.jpg
Tunique homme,35 000CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287544_uploaded_image1_1688915348.jpg
Pantalon cargo,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4324197_uploaded_image1_1691318575.jpg
Polos Lacoste,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4321756_uploaded_image1_1691152676.jpg
Vêtements homme,9 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_4320974_uploaded_image1_1691101108.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4278960_uploaded_image1_1688393356.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4278951_uploaded_image1_1688393106.jpg
Toile de protection pour la pluie,3 500CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4278941_uploaded_image1_1688392823.jpg
Tunique homme,35 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4278238_uploaded_image1_1688343588.jpg
Tenue homme,8 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4309756_uploaded_image1_1690395984.jpg
T-shirt,9 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4307457_uploaded_image2_1690282287.jpeg
Ensemble imperméable,7 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4307262_uploaded_image1_1690274482.jpg
Vêtements homme,3 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4306789_uploaded_image1_1690226249.jpg
Jallaba homme,Prix sur demande,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4306644_uploaded_image1_1690218747.jpg
Couple Bazin riche,50 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271334_uploaded_image1_1687794740.jpg
Vêtements homme,6 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271290_uploaded_image1_1687793226.jpg
Jeans homme,10 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271277_uploaded_image1_1687792916.jpg
Shorts homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271287_uploaded_image1_1687793135.jpg
Vêtements homme,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271269_uploaded_image1_1687792689.jpg
T-shirts homme,6 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271273_uploaded_image1_1687792827.jpg
Vêtements homme,12 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271265_uploaded_image1_1687792559.jpg
Chemise Yao,12 750CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_4272693_uploaded_image1_1687891110.jpg
Tunique homme,75 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4303663_uploaded_image1_1689970782.jpg
Polos Lacoste,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4302745_uploaded_image1_1689922100.jpg
Chemises,10 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4302740_uploaded_image1_1689921816.jpg
T-shirts,8 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4302739_uploaded_image1_1689921716.jpg
Pantalon Jeans homme,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268359_uploaded_image1_1687543150.jpg
Vêtements homme,12 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4268354_uploaded_image1_1687542829.jpg
Ensemble short homme,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4301908_uploaded_image1_1689861174.jpg
Ensemble short homme,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4301906_uploaded_image1_1689861020.jpg
Vêtements homme,12 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267945_uploaded_image1_1687524641.jpg
Vêtements homme,12 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267942_uploaded_image1_1687524540.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267909_uploaded_image1_1687523262.jpg
Vêtements homme,12 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267914_uploaded_image1_1687523434.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267908_uploaded_image1_1687523212.jpg
Ensemble imperméable,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4301817_uploaded_image1_1689857840.jpg
Ensemble imperméable,8 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4301760_uploaded_image1_1689855763.jpg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267770_uploaded_image1_1687517247.jpg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267758_uploaded_image1_1687516613.jpg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267760_uploaded_image1_1687516670.jpg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4267763_uploaded_image1_1687516746.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4266587_uploaded_image1_1687442218.jpg
Vêtements homme,13 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4266579_uploaded_image1_1687441765.jpg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4266576_uploaded_image1_1687441710.jpg
Pantalon homme,7 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265953_uploaded_image1_1687419400.jpg
Vêtements homme,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265947_uploaded_image1_1687419078.jpg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265950_uploaded_image1_1687419173.jpg
Vêtements homme,13 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265945_uploaded_image1_1687418938.jpg
Vêtements homme,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265946_uploaded_image1_1687419011.jpg
Vêtements homme,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265714_uploaded_image1_1687386727.jpg
Vêtements homme,10 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265250_uploaded_image1_1687365708.jpg
Chemises,7 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4299043_uploaded_image1_1689689434.jpg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4264722_uploaded_image1_1687349209.jpg
Vêtement homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263456_uploaded_image1_1687270284.33.jpeg
Vêtement homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263440_uploaded_image1_1687269698.12.jpeg
Vêtement homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263436_uploaded_image1_1687269610.16.jpeg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263413_uploaded_image1_1687268781.78.jpeg
Vêtements  homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263415_uploaded_image1_1687268891.73.jpeg
Vêtements homme,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263417_uploaded_image1_1687268989.39.jpeg
Vêtements homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263405_uploaded_image1_1687268557.86.jpeg
Ensemble homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263395_uploaded_image1_1687268049.16.jpeg
Tenue homme,20 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4263397_uploaded_image1_1687268138.03.jpeg
Tunique homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4271757_uploaded_image1_1687828128.jpg
Polos  Lacoste,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4296604_uploaded_image1_1689518317.jpg
T-shirts Amiri,15 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4296216_uploaded_image1_1689481027.jpg
Chemise perforé,15 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4296215_uploaded_image1_1689480903.jpg
Ensemble Nike Tech,30 000CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4296028_uploaded_image1_1689457119.jpg
Short Corteiz,16 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4292747_uploaded_image1_1689246489.jpg
T-shirt Louis Vuitton,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4292591_uploaded_image1_1689241621.jpg
T-shirt Dior,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4292587_uploaded_image1_1689241513.jpg
T-shirt Gucci,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4292581_uploaded_image1_1689241429.jpg
T-shirt Lacoste,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4291407_uploaded_image1_1689163871.jpg
T-shirt Lacoste coton,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4291404_uploaded_image1_1689163787.jpg
Polos  Lacoste,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4291401_uploaded_image1_1689163686.jpg
Ensemble pantalon + lacoste + maillot,18 000CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4290733_uploaded_image3_1689111570.jpeg
T-shirt,5 000CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289201_uploaded_image1_1689028970.jpg
Tunique homme Louis Vuitton,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289048_uploaded_image1_1689019622.jpg
Pantalon cargo,15 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287574_uploaded_image1_1688917471.jpg
Pantalon  cargo,15 000CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4287572_uploaded_image1_1688917360.jpg
Ensemble homme,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4270070_uploaded_image1_1687699889.jpg
Ensemble short,9 500CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4284773_uploaded_image1_1688728149.jpg
Ensemble homme,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4265691_uploaded_image1_1687385636.jpg
Ensemble homme et femme,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4253215_uploaded_image1_1686572584.jpg
Chemise homme,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330551_uploaded_image1_1691700769.jpg
Ensemble homme,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4330552_uploaded_image1_1691700829.jpg
Boubou en bogolan,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4369040_uploaded_image2_1694197768.jpeg
Ensemble homme,6 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4369011_uploaded_image1_1694196211.jpg
Pantalons homme,8 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4368150_uploaded_image1_1694165067.jpg
Jeans homme,8 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4367885_uploaded_image1_1694133028.jpg
